epoch,train_loss,val_loss,train_acc_aspect,val_acc_aspect,train_acc_sent,val_acc_sent
1,2.5504810786247254,2.2684316635131836,0.35655133932828903,0.38632812516556847,0.7504129463434219,0.8259114589956071
2,2.1979576325416565,2.1615055004755654,0.4028515625,0.435546875,0.8257756695151329,0.8352430562178293
3,1.9684830075502395,1.8498691585328844,0.4731640625,0.5189236104488373,0.840870535671711,0.8516927080021964
4,1.7911393916606904,1.8371581666999393,0.5314285713434219,0.5207899312178293,0.8517745536565781,0.8523871534400516
5,1.6706528013944626,1.650962832901213,0.5664508929848671,0.5842447910043929,0.8601897320151329,0.8621093746688631
6,1.5746857404708863,1.7024383280012343,0.5896149554848671,0.5927083326710595,0.8701785713434219,0.8472656243377261
7,1.501915300488472,1.8578575783305697,0.6082924106717109,0.5576822923289405,0.879213169515133,0.8675347218910853
8,1.4334552377462386,1.550148371193144,0.6241350445151329,0.6140624996688631,0.8826841518282891,0.8609374993377261
9,1.3746940779685974,1.6146214803059895,0.6352399554848671,0.5809027784400516,0.8904631695151329,0.8743923604488373
10,1.3229023680090903,1.576459013753467,0.647762276828289,0.6189670132266151,0.8957533481717109,0.8657118048932817
11,1.2774868077039718,1.5254021618101332,0.6550948661565781,0.6333767357799742,0.9008203125,0.8698350687821707
12,1.2339104852080345,1.5372707545757294,0.665362723171711,0.6203993062178293,0.905301339328289,0.8730034728844961
13,1.1929964870214462,1.532902220884959,0.6749274554848671,0.6184461812178293,0.9074553570151329,0.8770833330021964
14,1.1481532990932464,1.5724398559994168,0.686378348171711,0.6157986107799742,0.914112723171711,0.8667100701067183
15,1.1103716278076172,1.6031128002537622,0.6944977679848671,0.6328559021155039,0.915848214328289,0.8842447913355298
16,1.073364098072052,1.5214823616875544,0.7002287945151329,0.6355468746688631,0.9229296875,0.8801215274466409
17,1.0460586974024773,1.5203341609901853,0.7106417411565781,0.6363281243377261,0.923219866156578,0.8809027771155039
18,1.0060966679453849,1.727534896797604,0.7185546875,0.6470486107799742,0.927985491156578,0.8705729163355298
19,0.9766354569792748,1.5880508853329554,0.7238058036565781,0.6424045132266151,0.929737723171711,0.8842447913355298
20,0.9491964197158813,1.5023329936795764,0.732672991156578,0.6395833326710595,0.9348158481717109,0.8809027771155039
21,0.923685975074768,1.7121329539351993,0.7387834820151329,0.6405815978844961,0.935245535671711,0.8636284718910853
22,0.8868842329084873,1.6005547410911984,0.747472098171711,0.6518229163355298,0.9395703125,0.8812065968910853
23,0.8651256465911865,1.5759637190235987,0.7500837054848671,0.6389322910043929,0.9410491070151329,0.8822916663355298
24,0.8402058917284012,1.612710373269187,0.7574609375,0.6323350701067183,0.944609375,0.8829427080021964
25,0.8232955822348594,1.6214902881118987,0.7623381695151329,0.6381076392200258,0.943175223171711,0.8890190968910853
26,0.7947986230254174,1.6135161088572607,0.767885044515133,0.6518229163355298,0.947751116156578,0.8883680552244186
27,0.7746124583482742,1.6645439200931125,0.7726729911565781,0.6463107632266151,0.948493303656578,0.8874999996688631
28,0.7569440141320228,1.6867027315828536,0.779202008843422,0.6556423604488373,0.9488392856717109,0.8830729160043929
29,0.7373797366023064,1.873027245203654,0.7848772320151329,0.6503038191133075,0.950714285671711,0.8586805562178293
30,0.7170567181706429,1.8364412652121649,0.787946428656578,0.6062499996688631,0.9530022320151329,0.8861979163355298
31,0.7026377283036709,1.9268966648313735,0.794268973171711,0.6157118048932817,0.952784598171711,0.8828559021155039
32,0.6831115859746933,1.8082037932342954,0.8005524554848671,0.6536024312178293,0.95640625,0.8924913191133075
33,0.672284675091505,2.1300330228275723,0.8023772320151329,0.5807725687821707,0.9575558036565781,0.8743923604488373
34,0.6468778057396412,1.8726644979582892,0.8055915179848671,0.6571180555555556,0.9574107143282891,0.8494357632266151
35,0.628423822671175,1.8184874405463536,0.814190848171711,0.6671006944444444,0.958984375,0.8918402774466409
36,0.6023517824709416,1.8272168636322021,0.81640625,0.6575520833333334,0.9616015625,0.8909722218910853
37,0.5990329939126968,1.873396399948332,0.8219029018282891,0.6724392357799742,0.9619475445151329,0.8905815978844961
38,0.5844140902161599,1.8650090826882257,0.825262276828289,0.669921875,0.962176339328289,0.8817708326710595
39,0.5780823403596878,1.902120269007153,0.8294866070151329,0.6661458330021964,0.9637890625,0.8882378472222222
40,0.5612441354990005,1.953129490216573,0.833035714328289,0.6550781246688631,0.962338169515133,0.8854600687821707
41,0.5534350572526455,1.901731722884708,0.8346316963434219,0.6336805555555556,0.964659598171711,0.889670138557752
42,0.5335417446494103,1.9990308533112209,0.8406026786565781,0.6461805552244186,0.9670647320151329,0.8921874993377261
43,0.5230878147482872,1.9290003213617537,0.843381696343422,0.6547309027777778,0.9658203125,0.8906684021155039
44,0.5112216575443744,2.0100057853592768,0.8476674106717109,0.6692708333333334,0.9669140625,0.8904513882266151
45,0.5004621428251267,1.9762182417843077,0.849542410671711,0.6411892357799742,0.968080357015133,0.8917534715599484
46,0.4846185889840126,1.9747803939713373,0.8538783481717109,0.6701388888888888,0.9689620536565781,0.8891493048932817
47,0.47748234048485755,2.172688812017441,0.857522321343422,0.6673177083333334,0.9698549106717109,0.8863281243377261
48,0.471771130412817,2.096806274520026,0.8607142856717109,0.66015625,0.9672600445151329,0.8884982632266151
49,0.4608720508217812,2.0630058546861014,0.861880580484867,0.6712239583333334,0.9703125,0.8930555548932817
50,0.4540356670320034,2.0327728953626423,0.863046875,0.6657986111111112,0.971422991156578,0.8850260410043929
51,0.4373339954018593,2.2574823002020517,0.8711662945151329,0.6764322916666666,0.9708203125,0.8928385410043929
52,0.4332127652317286,2.22889534301228,0.8694587054848671,0.6694878472222222,0.9715625,0.8928385410043929
53,0.4177540876716375,2.1305227842595844,0.871512276828289,0.6577690972222222,0.9726171875,0.8921874993377261
54,0.4053636160492897,2.232310927576489,0.878236607015133,0.6681857638888888,0.9740234375,0.8941406243377261
55,0.40690830290317537,2.216883990499708,0.878984375,0.653342013557752,0.9724386161565781,0.8863281243377261
56,0.3972278370708227,2.236964441008038,0.8819475445151329,0.6662326388888888,0.974609375,0.8900173604488373
57,0.38923142328858373,2.4331750406159296,0.884815848171711,0.6654947913355298,0.974464285671711,0.8472656243377261
58,0.3771820031106472,2.267838325765398,0.886618303656578,0.6649305555555556,0.9758147320151329,0.8913194437821707
59,0.3670237720757723,2.6093076500627728,0.889162946343422,0.6578993052244186,0.976579241156578,0.8898871524466409
60,0.3678165075182915,2.4687188234594135,0.889782366156578,0.6671875003311369,0.9756640625,0.8968315968910853
61,0.3624580529332161,2.393291470077303,0.8901450893282891,0.6516927083333334,0.97640625,0.8924913191133075
62,0.35384809359908104,2.3304812212785087,0.8957477679848671,0.6640625,0.9754631695151329,0.8894965284400516
63,0.3481722066551447,2.686969002087911,0.896316964328289,0.6653645833333334,0.97796875,0.8902343743377261
64,0.3434211133420467,2.4495471351676517,0.900457589328289,0.6516059024466409,0.9765625,0.8913194437821707
65,0.3378887743502855,2.5247229437033334,0.8972488838434219,0.643576388557752,0.9776171875,0.8954427076710595
66,0.3288675546646118,2.398671656847,0.9014732143282891,0.6516059024466409,0.9791350445151329,0.8882812493377261
67,0.32192750222980976,2.4533070955011578,0.9048214286565781,0.6525607638888888,0.9794140625,0.8858072923289405
68,0.3216250452026725,2.4460496968693204,0.904196428656578,0.6603732638888888,0.97828125,0.8900173604488373
69,0.3143489530682564,2.5349392692248025,0.9068303570151329,0.6518663201067183,0.9805078125,0.8911892357799742
70,0.3061470237374306,2.710479630364312,0.909893973171711,0.674826388557752,0.979296875,0.8910156256622739
71,0.3083835821598768,2.6120485166708627,0.909620535671711,0.6660590271155039,0.9808203125,0.8915364576710595
72,0.2974578266590834,2.4131168723106384,0.911685267984867,0.6536892354488373,0.9803125,0.8910590277777778
73,0.2976819921284914,2.445612950457467,0.912594866156578,0.6607204857799742,0.97984375,0.8929253468910853
74,0.28616799026727674,2.634835567739275,0.9149107143282891,0.6565104160043929,0.9811328125,0.8926215271155039
75,0.2917563579231501,2.5663440790441303,0.914614955484867,0.6551649305555556,0.980837053656578,0.8913194437821707
76,0.2760947838053107,2.545903013812171,0.9184933036565781,0.6654513892200258,0.982438616156578,0.8987847218910853
77,0.27554024614393713,2.704429520501031,0.9175892856717109,0.6666666666666666,0.9817578125,0.8913194437821707
78,0.26545182392001154,2.740397297673755,0.920809151828289,0.6260416673289405,0.9821875,0.8901041663355298
79,0.26600583221763374,2.8303375807073383,0.9222209820151329,0.6736979169978036,0.982890625,0.8937934024466409
80,0.26433583185076714,2.9124397999710507,0.9238616070151329,0.6799045138888888,0.9821875,0.8956597215599484
81,0.25719229836016894,2.724021229479048,0.9232421875,0.6651475694444444,0.9828515625,0.8916666673289405
82,0.2537479479983449,2.6328639652993946,0.9246763393282891,0.6536892354488373,0.9829854911565781,0.8931423607799742
83,0.25415465082973243,2.8600367969936795,0.925412946343422,0.6529079857799742,0.981768973171711,0.8973958326710595
84,0.2508707819133997,2.729518989721934,0.924503348171711,0.6576388892200258,0.9836272320151329,0.8930555548932817
85,0.24232144620269536,2.5744329161114163,0.9302845981717109,0.6493055555555556,0.9828683036565781,0.891623263557752
86,0.24752204231917857,2.7506546046998768,0.9283203125,0.6598090281089147,0.9825948661565781,0.8881510413355298
87,0.23345425080507995,2.809752937820223,0.9303125,0.6605902777777778,0.9844475445151329,0.8961805552244186
88,0.24440783489495516,3.002659413549635,0.9296986606717109,0.6657986111111112,0.9833370536565781,0.8883680552244186
89,0.22937807198613883,2.8843983312447867,0.9344866070151329,0.6580729169978036,0.9848046875,0.8928385410043929
90,0.2340970864146948,2.878183000617557,0.932176339328289,0.6540798611111112,0.9847042411565781,0.8958767354488373
91,0.22559905041009187,2.96626423796018,0.933526785671711,0.6648437496688631,0.9841796875,0.8917534715599484
92,0.21889322083443402,2.9544414977232614,0.9353850445151329,0.6539062493377261,0.9844140625,0.8913194437821707
93,0.2234229190275073,2.9374336236053042,0.9350334820151329,0.6559461802244186,0.9838616070151329,0.8885850691133075
94,0.22197847686707972,2.8852361970477634,0.937276785671711,0.6510850687821707,0.985390625,0.8887152771155039
95,0.22022986359894275,3.0400874184237585,0.9363950893282891,0.6534288194444444,0.9851171875,0.8867621521155039
96,0.21177939869463444,2.950432687997818,0.9368136161565781,0.6697916669978036,0.9862109375,0.8898003465599484
97,0.2101345293596387,2.974745488829083,0.9371819195151329,0.6652343753311369,0.9861495536565781,0.8887152771155039
98,0.20683394711464642,2.9791987207200794,0.9389453125,0.6649305555555556,0.9866796875,0.8862413201067183
99,0.20753576565533877,3.1051543288760715,0.938610491156578,0.672873263557752,0.9867578125,0.8860243062178293
100,0.200947568975389,3.150265418820911,0.9419698661565781,0.6713107642200258,0.9866796875,0.8941406243377261
